Item Index,Name,Rank,Type,Code,Attribute,Description,Quality,Job,ItemShape,CosShape,Action_Index,Appraisal,Union_Set_Index,Value1,Value2,Trade,ReqLv,ReqHLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,GroupIndex,NoData,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Expansion Option Index 1,Expansion Option Value 1,Expansion Option Index 2,Expansion Option Value 2,Expansion Option Index 3,Expansion Option Value 3,Expansion Option Index 4,Expansion Option Value 4,Expansion Option Index 5,Expansion Option Value 5,Expansion Option Index 6,Expansion Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Range Min Attack,Level 0 Range Max Attack,PVP Option Damage,Level 0 Defence Min,Level 0 Defence Max,PVP Option Defence,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape,ReqGrade,PurchasePoint,ChoiceLimit,PurchaseLimit,PointLimit,NPC SELL
8261,Arcadia Gloves +5 (30 Days),0,5,4,0,0,27,0000-0010-0000-0000,2495,0,0,0,0,0,0,0,154,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,510,510,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8262,Arcadia Boots +5 (30 Days),0,5,3,0,0,27,0000-0010-0000-0000,2855,0,0,0,0,0,0,0,152,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,507,507,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8263,Licorne Helmet +5 (30 Days),0,5,0,0,0,27,0000-0000-0010-0000,2043,0,0,0,0,0,0,0,158,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,704,704,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8264,Licorne Armor +5 (30 Days),0,5,1,0,0,27,0000-0000-0010-0000,2516,0,0,0,0,0,0,0,156,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,916,916,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8265,Licorne Pants +5 (30 Days),0,5,2,0,0,27,0000-0000-0010-0000,1874,0,0,0,0,0,0,0,150,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,120,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,628,628,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8266,Licorne Gloves +5 (30 Days),0,5,4,0,0,27,0000-0000-0010-0000,2318,0,0,0,0,0,0,0,154,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,493,493,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8267,Licorne Boots +5 (30 Days),0,5,3,0,0,27,0000-0000-0010-0000,2684,0,0,0,0,0,0,0,152,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,488,488,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8268,Imperator Helmet +5 (30 Days),0,5,0,0,0,27,0000-0000-0001-0000,2185,0,0,0,0,0,0,0,158,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,673,673,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8269,Imperator Armor +5 (30 Days),0,5,1,0,0,27,0000-0000-0001-0000,2596,0,0,0,0,0,0,0,156,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,868,868,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8270,Imperator Pants +5 (30 Days),0,5,2,0,0,27,0000-0000-0001-0000,1954,0,0,0,0,0,0,0,150,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,601,601,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8271,Imperator Gloves +5 (30 Days),0,5,4,0,0,27,0000-0000-0001-0000,2415,0,0,0,0,0,0,0,154,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,485,485,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8272,Imperator Boots +5 (30 Days),0,5,3,0,0,27,0000-0000-0001-0000,2777,0,0,0,0,0,0,0,152,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,483,483,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8273,Haenjemyulreu Helmet +5 (30 Days),0,5,0,0,0,27,0000-0000-0100-0000,2244,0,0,0,0,0,0,0,158,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,618,618,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8274,Haenjemyulreu Armor +5 (30 Days),0,5,1,0,0,27,0000-0000-0100-0000,2637,0,0,0,0,0,0,0,156,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,771,771,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8275,Haenjemyulreu Pants +5 (30 Days),0,5,2,0,0,27,0000-0000-0100-0000,1995,0,0,0,0,0,0,0,150,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,552,552,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8276,Haenjemyulreu Gloves +5 (30 Days),0,5,4,0,0,27,0000-0000-0100-0000,2462,0,0,0,0,0,0,0,154,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,418,418,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8277,Haenjemyulreu Boots +5 (30 Days),0,5,3,0,0,27,0000-0000-0100-0000,2823,0,0,0,0,0,0,0,152,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,414,414,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8278,Sick Helmet +5 (30 Days),0,5,0,0,0,27,0000-0000-0000-1000,2199,0,0,0,0,0,0,0,158,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,868,868,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8279,Sick Armor +5 (30 Days),0,5,1,0,0,27,0000-0000-0000-1000,2608,0,0,0,0,0,0,0,156,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1076,1076,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8280,Sick Pants +5 (30 Days),0,5,2,0,0,27,0000-0000-0000-1000,1966,0,0,0,0,0,0,0,150,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,774,774,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8281,Sick Gloves +5 (30 Days),0,5,4,0,0,27,0000-0000-0000-1000,2428,0,0,0,0,0,0,0,154,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,615,615,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8282,Sick Boots +5 (30 Days),0,5,3,0,0,27,0000-0000-0000-1000,2790,0,0,0,0,0,0,0,152,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,613,613,0,0,0,0,0,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,1
8283,Half-Cooked Laker Steak (Bind),0,0,12,0,0,52,1111-1111-1111-1111,980,0,0,500,0,212,0,0,1,0,0,1,1,9999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8284,Clear Parca Holy Water (Bind),0,0,12,0,0,53,1111-1111-1111-1111,1423,0,0,500,0,322,0,0,1,0,0,1,1,9999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8285,Rank-Up Coin (Bind),0,0,5,0,498,30,1111-1111-1111-1111,3192,0,0,0,0,0,0,0,1,0,0,1,1,9999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8286,Malakite (Bind),0,0,12,0,0,49,1111-1111-1111-1111,1201,0,0,1500,0,117,0,0,1,0,0,1,1,9999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8287,Fatty Malakite (Bind),0,0,12,0,0,54,1111-1111-1111-1111,1200,0,0,1500,0,136,0,0,1,0,0,1,1,9999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8288,12-Year-Old Denevean Wine (Bind),0,0,12,0,0,53,1111-1111-1111-1111,1443,0,0,500,0,312,0,0,1,0,0,1,1,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8289,Spicy Steamed Bass (Bind),0,0,12,0,0,52,1111-1111-1111-1111,1435,0,0,500,0,308,0,0,1,0,0,1,1,1000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8290,Rice Cake Soup (Bind),0,0,12,0,0,52,1111-1111-1111-1111,1374,0,0,500,0,523,0,0,1,0,0,1,1,9999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8291,Medicinal Chicken Stew (Bind),0,0,12,0,0,40,1111-1111-1111-1111,1322,0,0,3200,0,537,0,0,1,0,0,1,1,9999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8292,Aged Loam Cheese (Bind),0,0,12,0,0,52,1111-1111-1111-1111,1438,0,0,500,0,221,0,0,1,0,0,1,1,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8293,Hastely Made Dracoan Rum (Bind),0,0,12,0,0,53,1111-1111-1111-1111,1441,0,0,30000,0,218,0,0,1,0,0,1,1,100,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8294,Line Shining Golden Fish,0,0,12,0,0,49,1111-1111-1111-1111,3495,0,0,1500,0,1164,0,1,1,0,700,1,1,5000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8295,Line Shining Golden Frog,0,0,12,0,0,49,1111-1111-1111-1111,3496,0,0,1500,0,1165,0,1,1,0,700,1,1,5000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8296,Speed Line Sword,0,4,1,0,0,3,1000-0000-0000-0000,3007,0,1557,0,0,0,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1590,1631,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8297,Speed Line Great Sword,0,4,2,0,0,4,1000-0000-0000-0000,3008,0,1512,0,0,0,0,0,1,0,0,1,4,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2389,2504,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8298,Speed Line Mace,0,4,6,0,0,6,1000-0000-0000-0000,3011,0,1541,0,0,0,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1679,1830,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8299,Speed Line Great Mace,0,4,7,0,0,7,1000-0000-0000-0000,3012,0,1509,0,0,0,0,0,1,0,0,2,4,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2435,2817,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8300,Speed Line Axe,0,4,8,0,0,8,1000-0000-0000-0000,3009,0,1525,0,0,0,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1732,2028,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8301,Speed Line Great Axe,0,4,9,0,0,9,1000-0000-0000-0000,3010,0,1504,0,0,0,0,0,1,0,0,2,4,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2578,3152,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8302,Speed Line Shield,0,4,14,0,0,27,1000-0000-0000-0000,3013,0,1548,0,0,0,0,0,1,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,300,244,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1531,1531,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8303,Speed Line Dagger,0,4,0,0,0,2,0100-0000-0000-0000,3014,0,2511,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1465,1492,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8304,Speed Line Bow,0,4,10,0,0,14,0100-0000-0000-0000,3015,0,2504,0,0,0,0,0,1,0,0,2,4,0,0,1,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2718,2966,0,0,0,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8305,Speed Line Crossbow,0,4,11,0,0,15,0100-0000-0000-0000,3016,0,2509,0,0,0,0,0,1,0,0,2,4,0,0,1,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3456,3909,0,0,0,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8306,Speed Line Wand,0,4,13,0,0,12,0010-0000-0000-0000,3018,0,3507,0,0,0,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,914,947,1757,2320,0,0,0,0,0,0,0,0,1,1,1,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8307,Speed Line Staff,0,4,12,0,0,13,0011-0000-0010-0000,3017,0,3502,0,0,0,0,0,1,0,0,1,4,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1388,1437,1800,2011,0,0,0,0,0,0,0,0,1,1,1,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8308,Speed Line Twin Sword,0,4,17,0,0,3,0001-0000-0000-0000,3019,0,4510,0,0,0,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1527,1603,1226,1333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8309,Speed Line Blood Whip,0,4,18,0,0,46,0000-1000-0000-0000,3021,0,5502,0,0,0,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1715,1802,1951,2252,0,0,0,0,0,0,1,1,1,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8310,Speed Line Gauntlet,0,4,20,0,0,50,0000-0100-0000-0000,3025,0,6514,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2101,2158,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8311,Speed Line Spear,0,4,22,0,0,10,0000-0010-0000-0000,3026,0,7503,0,0,0,0,0,1,0,0,1,4,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2132,2238,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8312,Speed Line Guard Arm,0,4,21,0,0,27,0000-0010-0000-0000,3027,0,7501,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,300,244,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,671,671,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8313,Speed Line Dual Blades,0,4,23,0,0,56,0000-0000-0010-0000,3020,0,11512,0,0,0,0,0,1,0,0,1,4,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1527,1603,1226,1333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8314,Speed Line Scythe,0,4,24,0,0,57,0000-0000-0001-0000,3022,0,12502,0,0,0,0,0,1,0,0,2,4,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2115,2296,1742,1947,0,0,0,0,0,0,0,0,1,1,1,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
8315,Speed Line Orb,0,4,25,0,0,57,0000-0000-0100-0000,3028,0,10512,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,20,4,20,3,20,233,350,236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,914,947,1709,1907,0,0,0,0,0,0,0,0,1,1,1,0,0,0,604800,1,1,0,0,0,0,0,0,0,1
